Row,Sample.ID,CSS,Farm,Field,Country,Particles.map,Particles.Map.ha,Weight.map,Kg.ha.weight.map,Particles.Mip,Area.Mip,Near.house,Near.road,Near.fields,Fence,Forest,Landfill,Industry,Crop.2022,Crop.2021,Crop.2020,Crop.2019,Crop.2018,CropDominant3,CropDominant4,Plastic,Org.fertilizer,Coating,Pesticide,Animal.manure,Compost,Cow.manure,Green.manure,Compost.manure,Chicken.manure,Orther.fert,Mulch,Irrig.pipe,Rope,Transplant.trays,Sprinkler,Tunnel,Net,Biodegradable,Perception,PH,Clay.per,Sand.per,Silt.per,OM.content,Size.m2,Slope,Road.speed,Road.distance.m,Fence.type,Forest.distance.m,Landfill.distance.m,Industry.distance
159,CSS09.02.1,9,2,1,Austria,0,0,0,0,0,0,yes,yes,yes,no,no,no,no,other_vegetable,arable_crops,arable_crops,greenhouse_vegetable,greenhouse_vegetable,mixed,mixed,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,large,7.44,17.75,35.95,46.3,2.2,25000,0,roads_unspecified,,,,na,na
160,CSS09.02.2,9,2,2,Austria,0.25,2500,4.3,0.01,0,0,no,no,yes,no,no,no,no,greenhouse_vegetable,greenhouse_vegetable,arable_crops,arable_crops,na,mixed,mixed,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,large,7.395,17.45,33.7,48.8,2.9,7000,0,,,,,na,na
161,CSS09.03.1,9,3,1,Austria,0,0,0,0,0,0,no,yes,yes,no,no,no,no,other_vegetable,greenhouse_vegetable,arable_crops,arable_crops,greenhouse_vegetable,mixed,mixed,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,large,6.865,17.4,8.2,74.4,2.25,60000,0,road_less_50,,,,na,na
162,CSS09.03.2,9,3,2,Austria,0.25,2500,21.3,0.05,0,0,no,yes,yes,no,no,no,no,arable_crops,other_vegetable,greenhouse_vegetable,arable_crops,arable_crops,arable_crops,mixed,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,large,6.525,21.4,8,70.65,2.25,62000,0,road_less_50,,,,na,na
163,CSS09.04.1,9,4,1,Austria,7.25,72500,4633.6,11.58,8,985680,yes,yes,no,no,no,no,no,arable_crops,other_vegetable,greenhouse_vegetable,other_vegetable,other_vegetable,other_vegetable,mixed,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,large,7.265,8.1,56,35.9,2.6,35000,0,road_less_50,,,,na,na
164,CSS09.04.2,9,4,2,Austria,5.5,55000,1124.1,2.81,21.5,3509020.8,yes,yes,no,no,no,no,no,greenhouse_vegetable,other_vegetable,other_vegetable,greenhouse_vegetable,other_vegetable,other_vegetable,mixed,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,large,7.46,10.45,32.7,56.8,2.6,37000,0,roads_unspecified,,,,na,na
165,CSS09.05.1,9,5,1,Austria,0.25,2500,236,0.59,13,465240.96,yes,yes,no,no,no,no,no,greenhouse_vegetable,arable_crops,arable_crops,other_vegetable,other_vegetable,mixed,mixed,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,medium,7.48,11.1,43.1,45.75,2.35,29000,0,road_less_50,,,,na,na
166,CSS09.05.2,9,5,2,Austria,0.75,7500,1230.5,3.08,8,118281.6,no,yes,yes,no,yes,no,no,other_vegetable,other_vegetable,greenhouse_vegetable,other_vegetable,greenhouse_vegetable,other_vegetable,mixed,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,medium,7.365,8.7,53.95,37.35,2.45,32000,0,road_less_50,,,100,na,na
167,CSS09.06.1,9,6,1,Austria,0,0,0,0,16,370615.68,no,yes,no,no,yes,no,yes,other_vegetable,greenhouse_vegetable,orchards,na,na,mixed,mixed,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,small,7.14,15.05,21.85,63.1,9.55,22.5,0,roads_unspecified,200,,200,na,200
168,CSS09.06.2,9,6,2,Austria,0.5,5000,1291.5,3.23,13,496782.72,no,yes,no,no,yes,no,yes,other_vegetable,other_vegetable,other_vegetable,greenhouse_vegetable,arable_crops,other_vegetable,mixed,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,small,7.065,15.85,21.8,62.35,7.45,22.5,0,roads_unspecified,200,,200,na,200
169,CSS09.07.1,9,7,1,Austria,0,0,0,0,4,102510.72,yes,yes,yes,no,yes,no,no,arable_crops,arable_crops,arable_crops,arable_crops,na,arable_crops,arable_crops,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,6.5,6.3,71.25,22.45,2.9,15000,2,roads_unspecified,,,400,na,na
170,CSS09.07.2,9,7,2,Austria,0,0,0,0,5,86739.84,yes,yes,yes,no,no,no,no,arable_crops,arable_crops,other_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,6.355,7.95,67.1,25,2.8,10700,2,roads_unspecified,0,,,na,na
171,CSS09.08.1,9,8,1,Austria,0,0,0,0,6,252334.08,no,yes,yes,no,no,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,na,na,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,medium,6.595,14.35,45.55,40.05,1.9,40000,0,,,,,na,na
172,CSS09.08.2,9,8,2,Austria,0,0,0,0,2,228677.76,yes,yes,yes,no,no,no,no,arable_crops,arable_crops,arable_crops,other_vegetable,arable_crops,arable_crops,arable_crops,no,yes,na,na,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,medium,7.45,24.15,19.8,56.05,3.25,37000,0,roads_unspecified,,,,na,na
173,CSS09.09.1,9,9,1,Austria,0,0,0,0,2,134052.48,no,no,yes,no,no,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small,6.715,14.25,29.35,56.45,3.3,40000,0,,,,,na,na
174,CSS09.09.2,9,9,2,Austria,0,0,0,0,294.6666667,36286166.4,no,no,yes,no,yes,no,no,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small,5.495,14.9,39.3,45.75,2.35,20000,2,,,,200,na,na
175,CSS09.10.1,9,10,1,Austria,0,0,0,0,7,236563.2,no,yes,yes,no,no,no,yes,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,6.82,16.9,16.95,66.15,2,120,0,road_80,0,,,na,300
176,CSS09.10.2,9,10,2,Austria,0,0,0,0,17,228677.76,no,yes,yes,no,no,no,yes,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,arable_crops,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,medium,6.915,16.8,16.25,66.9,2.4,120,0,road_80,0,,,na,300
177,CSS10.01.1,10,1,1,Spain,21,210000,27250.6,68.13,13,1537660.8,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,medium,na,na,na,na,na,na,,,,,,na,na
178,CSS10.01.2,10,1,2,Spain,14.5,145000,28038.1,70.1,20,1324753.92,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,medium,na,na,na,na,na,na,,,,,,na,na
179,CSS10.02.1,10,2,1,Spain,6.5,65000,3239.5,8.1,10,165594.24,no,na,yes,yes,na,no,no,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,medium,na,na,na,na,na,10900,2.5,,,,,na,na
180,CSS10.02.2,10,2,2,Spain,10,100000,3978.5,9.95,5,157708.8,no,na,yes,yes,na,no,no,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,medium,na,na,na,na,na,10900,2.5,,,,,na,na
181,CSS10.03.1,10,3,1,Spain,0.25,2500,49.7,0.12,2,15770.88,no,na,no,yes,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,small,na,na,na,na,na,32500,12.7,,,,,na,na
182,CSS10.03.2,10,3,2,Spain,2.25,22500,364.7,0.91,4,275990.4,no,na,no,yes,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,small,na,na,na,na,na,32500,10,,,,,na,na
183,CSS10.04.1,10,4,1,Spain,5.5,55000,11381.8,28.45,4.666667,1637543.04,yes,na,yes,yes,no,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,small,na,na,na,na,na,34000,0.8,,,,,na,na
184,CSS10.04.2,10,4,2,Spain,12.25,122500,96611.2,241.53,1,394272,yes,na,yes,yes,no,no,no,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,small,na,na,na,na,na,34000,0.8,,,,,na,na
185,CSS10.05.1,10,5,1,Spain,12.75,127500,17064.7,42.66,15,1285326.72,no,yes,yes,no,no,no,no,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,na,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,medium,na,na,na,na,na,14000,0.9,road_more_80,0,,,na,na
186,CSS10.05.2,10,5,2,Spain,12.5,125000,52072.1,130.18,9,378501.12,no,yes,yes,no,no,no,no,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,na,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,medium,na,na,na,na,na,14000,0.9,road_more_80,0,,,na,na
187,CSS10.06.1,10,6,1,Spain,4.25,42500,4771.7,11.93,17,615064.32,no,na,yes,yes,no,no,no,greenhouse_vegetable,greenhouse_vegetable,arable_crops,arable_crops,arable_crops,arable_crops,mixed,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,small,na,na,na,na,na,7068,2,,,,,na,na
188,CSS10.06.2,10,6,2,Spain,5.25,52500,8515.7,21.29,13,291761.28,no,na,yes,yes,no,no,no,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,yes,no,no,yes,no,yes,no,no,no,yes,na,yes,no,no,no,no,no,no,small,na,na,na,na,na,7068,2,,,,,na,na
189,CSS10.07.1,10,7,1,Spain,1.75,17500,10815.7,27.04,9,2081756.16,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,medium,na,na,na,na,na,na,,,,,,na,na
190,CSS10.07.2,10,7,2,Spain,2,20000,13715.4,34.29,1,804314.88,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,medium,na,na,na,na,na,na,,,,,,na,na
191,CSS10.08.1,10,8,1,Spain,5.25,52500,28952.7,72.38,25,1096076.16,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,medium,na,na,na,na,na,na,,,,,,na,na
192,CSS10.08.2,10,8,2,Spain,1.5,15000,19070.5,47.68,8,914711.04,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,medium,na,na,na,na,na,na,,,,,,na,na
193,CSS10.09.1,10,9,1,Spain,3.75,37500,4158.6,10.4,5,70968.96,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,na,na
194,CSS10.09.2,10,9,2,Spain,4.25,42500,34860.5,87.15,5,212906.88,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,na,na
195,CSS10.10.1,10,10,1,Spain,3.75,37500,5473.3,13.68,3,205021.44,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,na,na
196,CSS10.10.2,10,10,2,Spain,2.75,27500,10646.9,26.62,6,1103961.6,na,na,na,na,na,na,na,na,na,na,na,na,other_vegetable,other_vegetable,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,na,na
197,CSS11.01.1,11,1,1,France,6.25,62500,2090.2,5.23,9,717575.04,yes,yes,no,no,yes,yes,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small,8.05,30,13,57,3.485,5200,8.75,road_80,0,,800,500,na
198,CSS11.01.2,11,1,2,France,13.5,135000,8872.8,22.18,3,1119732.48,no,yes,yes,no,yes,yes,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small,8.05,30,18,53,4.045,6600,8.75,road_80,200,,1000,700,na
199,CSS11.02.1,11,2,1,France,0.5,5000,116.9,0.29,4,575637.12,no,no,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,small,8.25,31,26,43,2.755,2600,8.75,,,,500,na,na
200,CSS11.02.2,11,2,2,France,1.5,15000,452.9,1.13,36,1080305.28,no,no,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,small,8.2,39,17,44,3.21,7500,8.75,,,,300,na,na
201,CSS11.03.1,11,3,1,France,0.5,5000,190,0.48,2,31541.76,no,no,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,medium,7.95,45,23,32,5.08,18000,8.75,,,,1000,na,na
202,CSS11.03.2,11,3,2,France,0.5,5000,642.9,1.61,10,165594.24,no,yes,yes,yes,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,medium,8,32,33,36,4.925,10000,8.75,road_80,50,,1500,na,na
203,CSS11.04.1,11,4,1,France,0.75,7500,670.2,1.68,0,0,no,no,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,na,8.15,39,22,39,4.52,18000,8.75,,,,300,na,na
204,CSS11.04.2,11,4,2,France,0.75,7500,431.5,1.08,0,0,yes,yes,no,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,na,8.15,37,25,38,3.985,2900,8.75,roads_unspecified,100,,1000,na,na
205,CSS11.05.1,11,5,1,France,0.75,7500,678.4,1.7,5,110396.16,no,no,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,small,8.25,23,28,48,3.29,9000,na,,,,100,na,na
206,CSS11.05.2,11,5,2,France,0.25,2500,519,1.3,1,567751.68,yes,yes,no,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,small,8.25,32,26,41,3.755,5200,na,roads_unspecified,,,100,na,na
207,CSS11.06.1,11,6,1,France,1.75,17500,427.7,1.07,27,835856.64,yes,yes,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small,8.05,35,23,43,5.285,40000,8.75,roads_unspecified,100,,100,na,na
208,CSS11.06.2,11,6,2,France,0.25,2500,251.8,0.63,4,126167.04,yes,yes,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,small,8,33,25,42,5.45,19900,8.75,roads_unspecified,100,,300,na,na
209,CSS11.07.1,11,7,1,France,2.25,22500,2043.4,5.11,3,63083.52,no,no,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,na,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,medium,8.25,44,19,38,3.215,4700,8.75,,,,5000,na,na
210,CSS11.07.2,11,7,2,France,2,20000,1261.5,3.15,2,252334.08,no,no,yes,no,yes,no,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,na,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,medium,8.5,42,20,38,1.73,5000,8.75,,,,5000,na,na
211,CSS11.08.1,11,8,1,France,5.5,55000,1786,4.47,1,402157.44,no,no,yes,yes,yes,yes,no,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,yes,no,na,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,small,7.8,38,14,48,4.775,580,0,,,,150,6000,na
212,CSS11.08.2,11,8,2,France,1,10000,110.5,0.28,0,0,yes,yes,yes,no,yes,yes,no,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,other_vegetable,yes,no,na,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,small,8.2,22,17,61,3.115,20600,0,roads_unspecified,100,,150,6000,na
213,CSS11.09.1,11,9,1,France,6.5,65000,186.5,0.47,3,39427.2,yes,yes,no,yes,yes,yes,yes,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,no,na,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,large,7.6,7,78,16,1.965,280,0,roads_unspecified,50,,1000,2000,2000
214,CSS11.09.2,11,9,2,France,5.25,52500,1762.6,4.41,1,102510.72,yes,yes,no,no,yes,yes,yes,other_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,greenhouse_vegetable,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,large,7.35,8,75,17,1.68,460,0,roads_unspecified,50,,1000,2000,2000
215,CSS11.10.1,11,10,1,France,25,250000,18233,45.58,527,64778889.6,no,yes,no,no,yes,yes,yes,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,na,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,medium-large,8.2,30,31,39,8.015,21800,8.75,roads_unspecified,0,,200,3500,3500
216,CSS11.10.2,11,10,2,France,19.75,197500,5508.4,13.77,554,39009271.68,no,no,yes,no,yes,yes,yes,fallow,fallow,fallow,fallow,fallow,fallow,fallow,no,yes,na,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,medium-large,8.05,34,25,41,6.825,8300,8.75,,,,250,3500,3500
217,CSS11.11.1,11,11,1,France,0,0,0,0,3,86739.84,no,no,no,no,yes,yes,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,small,8.1,37,20,43,3.86,6400,8.75,,,,0,6000,na
218,CSS11.11.2,11,11,2,France,1,10000,2389.7,5.97,0,0,yes,yes,no,no,yes,yes,no,orchards,orchards,orchards,orchards,orchards,orchards,orchards,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,medium,8.1,29,24,47,3.775,19300,8.75,roads_unspecified,100,,200,6000,na
